applylink,bankname,baseUrl,category,image,location,offerdetails,offerlink,offertitle,shopname,tnc,validity
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Shopping,https://www.bankalfalah.com/wp-content/uploads/2019/05/3-Al-Balagh-Islamic-Store.png,Lahore,,,,Al Balagh Islamic Store,,
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/vintage-restaurant,20% off on Total Bill,Vintage Restaurant,,Valid till 31 December 2023
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2018/10/Al-Bustan-1.jpg,Karachi,,,,Al Bustan – Movenpick,,
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/freddys-fortune-karama-hotel,10% off on Total Bill,Freddy's - Fortune Karama Hotel,,Valid till 31 December 2023
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Faisalabad,,,,Al Haaj Bundoo Khan,,
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,EPP,https://www.dib.ae/images/default-source/offers/lifestyle/amazon-270x151.jpg?sfvrsn=f025b746_4,,"Shop for your purchases big or small - pay back in easy, affordable instalments.",https://www.dib.ae/offers/offer-detail/amazon,Slice your payments on purchases at Amazon into easy monthly instalments.,amazon,"DIB Cards can only be used for Sharia compliant products and services.. DIB shall not bear any risk or responsibility of this offer.This is an Amazon specific offer. For more information and Terms and Conditions, please visit Amazon’s website –",Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/fortune-cafe.png?sfvrsn=96176f16_4,,,https://www.dib.ae/offers/offer-detail/fortune-cafe---fortune-hotel-deira,15% off on Total Bill,Fortune Cafe - Fortune Hotel Deira,,Valid till 31 December 2023
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Other,https://www.bankalfalah.com/wp-content/uploads/2019/10/5-Al-Makkah-Oil-Store-Filter-House.png,Lahore,,,,Al Makkah Oil Store & Filter House,,
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/desi-dhaba---fortune-atrium-hotel,10% off on Total Bill,Desi Dhaba - Fortune Atrium Hotel,,Valid till 31 December 2023
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,OtherHealth,https://www.bankalfalah.com/wp-content/uploads/2020/04/alnasar2.jpg,Lahore,,,,Al-Nasar Lab and diagnostic center,,
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/olabi-coffee,15% off on Total Bill,Olabi Coffee,,Valid till 31 December 2023
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Shopping,https://www.bankalfalah.com/wp-content/uploads/2019/05/Al-Noor-Shopping-Center.jpg,Gujranwala,,,,Al-Noor Shopping Center,,
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/thai-street.png?sfvrsn=f518337d_4,,,https://www.dib.ae/offers/offer-detail/thai-street-restaurant,20% off on Total Bill,Thai Street Restaurant,,Valid till 31 December 2023
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/wp-content/uploads/2019/05/Al-wahaj-fCRICS.png,Lahore,,,,Al-Wahaj Fabrics,,
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/nolo,15% off on Total Bill,NoLo,,Valid till 31 December 2023
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2019/10/7-Almaida-Pizza-Garden.png,"Lahore, Faisalabad, Multan, Bahawalpur",,,,Almaida Pizza Garden,,
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/view-listing.png?sfvrsn=ac3d1329_4,,,https://www.dib.ae/offers/offer-detail/view-by-dusit,15% off on Total Bill,View By Dusit,,Valid till 31 December 2023
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lahore,,,,ALNAFOURA RESTAURANT & SWEET,,
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/rasa.png?sfvrsn=be1b555a_4,,,https://www.dib.ae/offers/offer-detail/rasa,10% off on Total Bill,Rasa,,Valid till 31 December 2023
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lahore,,,,Ambiance Café,,
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/subhiksha.png?sfvrsn=ea48e45e_4,,,https://www.dib.ae/offers/offer-detail/subhiksha-restaurant,15% off on Total Bill,Subhiksha Restaurant,,Valid till 31 December 2023
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Other,https://www.bankalfalah.com/wp-content/uploads/2019/10/16-Ameen-Medical-And-Dent.png,Karachi,,,,Ameen Medical And Dent,,
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/wazwan-restaurant,15% off on Total Bill,Wazwan Restaurant,,Valid till 31 December 2023
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,DiningLifestyle,https://www.bankalfalah.com/wp-content/uploads/2019/05/American-Steak-House1-1.png,Islamabad,,,,American Steak House,,
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/sevilles.png?sfvrsn=e0583cb9_4,,,https://www.dib.ae/offers/offer-detail/seville's-restaurant,20% off on Total Bill,Seville's Restaurant,,Valid till 31 December 2023
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lahore,,,,AR One,,
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/ashas-270x151.jpg?sfvrsn=a263efda_4,,,https://www.dib.ae/offers/offer-detail/asha's-restaurants,30% off on Total Bill,Asha's Restaurants,,Valid till 31 December 2023
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2022/12/Arcadian.jpg,Lahore,,,,Arcadian Café,,
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/natukettu.png?sfvrsn=82d00ff1_4,,,https://www.dib.ae/offers/offer-detail/ente-nalukettu,10% off on Total Bill,Ente Nalukettu,,Valid till 31 December 2023
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Abbottabad,,,,Aroma Cafe & Restaurant,,
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/kismath.png?sfvrsn=8d809863_4,,,https://www.dib.ae/offers/offer-detail/kismath-restaurant-and-grills,15% off on Total Bill,Kismath Restaurant and Grills,,Valid till 31 December 2023
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,DiningLifestyle,https://www.bankalfalah.com/wp-content/uploads/2019/05/Aroma-cafe-1.jpg,"Other, Abbottabad",,,,Aroma Cafe & Restaurant,,
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/yin-yang-listing.png?sfvrsn=89cee6bb_4,,,https://www.dib.ae/offers/offer-detail/yin-yang-restaurant,25% off on Total Bill,Yin & Yang Restaurant,,Valid till 31 December 2023
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/wp-content/uploads/2019/05/ArtnExposure.png,Islamabad,,,,Art Exposure,,
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/makira.png?sfvrsn=f77dc4ad_4,,,https://www.dib.ae/offers/offer-detail/makira,15% off on Total Bill,MaKiRa,,Valid till 31 December 2023
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,LifestyleShopping,https://www.bankalfalah.com/wp-content/uploads/2019/05/artnDecor.png,Lahore,,,,Art N Decor,,
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/perfetto.png?sfvrsn=eafa7d55_4,,,https://www.dib.ae/offers/offer-detail/perfetto-pizzeria,20% off on Total Bill,Perfetto Pizzeria,,Valid till 31 December 2023
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2018/10/Asia-Live-Avari-Tower-min-1.png,Karachi,,,,Asia Live – Avari Tower,,
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/chicbaik,10% off on Total Bill,ChicBaik,,Valid till 31 December 2023
